scene,frame_index,timestamp,token,cmd,sig_mode_var,sig_mode_std,sig_entropy,sig_margin,loss_l2,within_scene_pct,fail_top05,fail_top10,fail_top15,fail_top20,fail_within_scene
01452fbfbf4543af8acdfd3e8a1ee806,15,1533151521946665,eaad6827a3c44cdab111ea7d912c9947,2,11.197911262512207,3.3463280267350073,1.781679630279541,0.973811686038971,0.5045777186098194,0.38461538461538464,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,16,1533151522447088,88a6b5e35eb44deba6b1065d74b0a3c4,2,12.854713439941406,3.585347045955441,1.7722442150115967,0.9253000766038895,0.26871082865442175,0.23076923076923078,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,17,1533151522946984,8ae5818912bf4a8db24b1690d83034ac,2,12.49953556060791,3.535468223673904,1.7713154554367065,0.9180477857589722,0.5553797984797839,0.5384615384615384,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,18,1533151523447428,023a58306058440988b0ca496bdf9c2e,2,13.36383056640625,3.655657337115481,1.7661765813827515,0.9311639070510864,0.44510299912852885,0.3076923076923077,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,19,1533151523947287,9ce5d3ae2cce4a0aaea1626e752f65d9,2,14.252299308776855,3.7752217562385466,1.7675193548202515,0.9485874325037003,0.4597488347559054,0.358974358974359,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,20,1533151524447730,59a27b7fc76541ea92d79f7d4c62a2ec,2,17.00554847717285,4.123778422414674,1.7725526094436646,0.9937089532613754,0.6948909491005555,0.6410256410256411,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,21,1533151524948156,c0efe2319882495b9d13add1d352bee4,2,18.108062744140625,4.25535694673674,1.7707570791244507,0.9490464180707932,0.5082593600568815,0.4358974358974359,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,22,1533151525398255,72fe05b8fd804c7eb2edba7554f1f796,2,19.182052612304688,4.3797320251705685,1.7706317901611328,0.949567511677742,0.7521284197317848,0.6923076923076923,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,23,1533151525897578,dce33c96ffdb4802a69f6d7d530a4f09,2,21.520593643188477,4.639029385894045,1.759523868560791,0.8985808193683624,0.7357952941745246,0.6666666666666666,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,24,1533151526398002,b2fecdf10a404d94a049c91f20eaddf3,2,22.44220733642578,4.737320691743992,1.7576249837875366,0.89932681620121,0.9658285698014638,0.7692307692307693,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,25,1533151526897905,dac52a02f54c4677b0a6b4a28e2c56a1,2,18.654115676879883,4.319041059874273,1.7611584663391113,0.9026835709810257,1.1386568650991435,0.8717948717948718,0,0,0,0,1
01452fbfbf4543af8acdfd3e8a1ee806,26,1533151527397766,fd612e8660e74196af7da7e6487e5d53,2,19.76214599609375,4.445463529947552,1.7669916152954102,0.9452795386314392,1.2950505825804146,0.9230769230769231,0,0,0,0,1
01452fbfbf4543af8acdfd3e8a1ee806,27,1533151527897656,22189c1013dc4263b23764258e8f0c21,2,20.08512306213379,4.481642897658602,1.768376111984253,0.9521073400974274,1.8195097787447418,0.9743589743589743,0,0,1,1,1
01452fbfbf4543af8acdfd3e8a1ee806,28,1533151528397499,22ce804db92749a1aee3a08ffbecfbbd,2,17.743398666381836,4.212291379567875,1.7703770399093628,0.9648838341236115,1.0243565972561675,0.7948717948717948,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,29,1533151528947135,2cdbffa384a5478babff79039cac4e75,2,16.923294067382812,4.113793148346525,1.762554407119751,0.9090247303247452,0.45129014137684575,0.3333333333333333,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,30,1533151529447564,e2c7c91b4ea2462090d866539ff6b9e5,2,15.072125434875488,3.8822835335502592,1.7592636346817017,0.9007483869791031,0.3105763130381778,0.2564102564102564,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,31,1533151529947438,aee1e33b4ca74ae4a761fa072f92b577,2,15.174064636230469,3.8953901776626263,1.7564220428466797,0.8891333192586899,0.5059018101327962,0.41025641025641024,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,32,1533151530546864,717c45682e15432f9862e47775b9b80f,2,12.965624809265137,3.6007811387621347,1.7546864748001099,0.8821547478437424,1.0400047318213497,0.8205128205128205,0,0,0,0,1
01452fbfbf4543af8acdfd3e8a1ee806,33,1533151530947201,2e743b1fb9a34383b88bec3e7792ad2a,2,13.65346908569336,3.6950600922980072,1.7584054470062256,0.8975084871053696,0.42276237431644015,0.28205128205128205,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,34,1533151531447080,05e8bcefb9e442ceb0c8d16b745974e0,2,15.341023445129395,3.9167618570867178,1.7605574131011963,0.9081818759441376,0.5123365006092789,0.46153846153846156,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,35,1533151531897199,b43de5e578944891bf9433166bd974c2,2,15.026331901550293,3.876381289495435,1.7577069997787476,0.8984820991754532,1.087238297311691,0.8461538461538461,0,0,0,0,1
01452fbfbf4543af8acdfd3e8a1ee806,36,1533151532446848,0ba00e2623814934b1b00ec2b461a125,2,14.77008056640625,3.8431862518496613,1.750896692276001,0.873048722743988,0.13165164353769765,0.1282051282051282,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,37,1533151532946738,2ce065a0fa9e4e4da888abc18fa100c8,2,14.490582466125488,3.8066497693018055,1.7502557039260864,0.8729894161224365,0.13081900564740143,0.10256410256410256,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,38,1533151533446600,67b146ff35ba4f84b3e6276a8e8ff65a,2,15.082122802734375,3.883570882929057,1.749890685081482,0.8709468394517899,0.11294458183582932,0.07692307692307693,0,0,0,0,0
01452fbfbf4543af8acdfd3e8a1ee806,39,1533151533947593,21971c1ec4644d608f8c08bbfd4059f7,2,15.42523193359375,3.927496904339168,1.7506403923034668,0.8729966729879379,17.208397953221006,1.0,1,1,1,1,1
01e4fcbe6e49483293ce45727152b36e,0,1537298005800436,e693989d8ad141608999200df71aca71,0,0.846428394317627,0.9200154315649423,1.7737799882888794,0.9527618139982224,1.2737557438872675,0.9743589743589743,0,0,0,0,1
01e4fcbe6e49483293ce45727152b36e,1,1537298006300305,bf3b9da1e7054458851f93f4a44ffb9c,0,0.7847844958305359,0.8858806329469766,1.7739744186401367,0.9400183707475662,0.593176088041739,0.6410256410256411,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,2,1537298006799654,2beac07fddfa49f38f5380f1ae761d6d,0,1.0792425870895386,1.0388660101714458,1.775557518005371,0.983031377196312,0.6614726430670205,0.717948717948718,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,3,1537298007199420,b8fd81311abd466b9975a21f69d8c357,0,1.7950369119644165,1.3397898760493814,1.7745585441589355,0.9674260318279266,1.1561122769450212,0.9230769230769231,0,0,0,0,1
01e4fcbe6e49483293ce45727152b36e,4,1537298007698769,197990b85a9b47dbba39406a42ff8ab6,0,3.9908549785614014,1.9977124364035483,1.7713345289230347,0.916710615158081,0.42375326139919284,0.5128205128205128,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,5,1537298008198643,ce93f225efbd43ac99b94e885de1b09c,0,6.983135223388672,2.642562245887251,1.7803902626037598,0.9857985973358154,1.3240679933951023,1.0,0,0,0,0,1
01e4fcbe6e49483293ce45727152b36e,6,1537298008647626,a967838915984b3aa110fde10cf45acb,0,8.971022605895996,2.9951665405943615,1.7834627628326416,0.9908095747232437,0.8561156683535492,0.8205128205128205,0,0,0,0,1
01e4fcbe6e49483293ce45727152b36e,7,1537298009146946,679c8be08ef5439d830ac32184e3f31f,2,15.450406074523926,3.9307004559650593,1.7640231847763062,0.9027736783027649,0.23709640582256186,0.38461538461538464,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,8,1537298009647379,c35b4490aa9b4597b59415e057f5fa49,2,15.023011207580566,3.8759529418686918,1.762684941291809,0.9001451879739761,0.18494696074325576,0.3076923076923077,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,9,1537298010147837,20d3ca8e756d4c87b8addc399a866d0c,2,13.923266410827637,3.731389340557701,1.761225938796997,0.9009595662355423,0.23863525455069193,0.41025641025641024,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,10,1537298010648240,5052ec0021f64f35ac8300aee5f84349,2,14.5730562210083,3.8174672521199575,1.7625305652618408,0.9091869443655014,0.6337874287256337,0.6923076923076923,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,11,1537298011149231,3a7e7dbee620460cbbe09a942c5d23be,2,15.830248832702637,3.9787245233494914,1.7609801292419434,0.901196762919426,1.1671437839235155,0.9487179487179487,0,0,0,0,1
01e4fcbe6e49483293ce45727152b36e,12,1537298011649677,4dc2e5fa449f41448824a40820f8ab36,2,13.942561149597168,3.7339739085319232,1.7669599056243896,0.9173510670661926,1.0509475194542917,0.8974358974358975,0,0,0,0,1
01e4fcbe6e49483293ce45727152b36e,13,1537298012150088,9bb6116e8f194294bf5c2107c42acc1a,2,12.49921703338623,3.535423175998346,1.7760212421417236,0.9675597697496414,0.9705028362256938,0.8717948717948718,0,0,0,0,1
01e4fcbe6e49483293ce45727152b36e,14,1537298012650516,a4ea60cc43244ddd82996667dab822f9,2,12.667315483093262,3.5591172336821475,1.7773257493972778,0.976526141166687,0.19079342655129783,0.3333333333333333,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,15,1537298013150399,86a69236763d42bf9da6247b8bcd88bb,2,9.37749195098877,3.0622690853334182,1.7652565240859985,0.9077453762292862,0.12465496245707246,0.28205128205128205,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,16,1537298013649735,8c5e199766d04d86a16e4fb9e64f44e1,2,8.254874229431152,2.8731296924140324,1.7641303539276123,0.918648898601532,0.09593216897479868,0.20512820512820512,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,17,1537298014149589,deeb650a84054a07917eb84e21a358de,2,8.851924896240234,2.97521846193523,1.7640618085861206,0.9411430507898331,0.22024288280027018,0.358974358974359,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,18,1537298014648951,f0481221263c4f9cb7045c36723a09ea,2,7.620150089263916,2.760461934036388,1.7686282396316528,0.9957477450370789,0.5742772664467667,0.6153846153846154,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,19,1537298015148778,ebd128c8164943538f360f11c10e26d5,2,6.922544002532959,2.6310727854875013,1.7640935182571411,0.929232195019722,0.5349703435487637,0.5641025641025641,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,20,1537298015648648,10629cdea90242be94821898540d79be,2,6.3215813636779785,2.514275514671767,1.7601449489593506,0.9046881943941116,0.24442533283845724,0.4358974358974359,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,21,1537298016149086,07294f69a7564afe926cc3d343c3599a,2,6.6871209144592285,2.585946811993477,1.7625991106033325,0.908183827996254,0.36319707991689903,0.46153846153846156,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,22,1537298016649515,e9e1871dddf94ba7ba46a76dcf027bab,2,5.496910095214844,2.344549017447672,1.773584008216858,0.968942791223526,0.4372220515626637,0.5384615384615384,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,23,1537298017149405,bd608be2ea8d4d0bac3a691bdcb20f08,2,5.213348865509033,2.2832759065669292,1.7745342254638672,0.9901753067970276,0.11794339289922891,0.2564102564102564,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,24,1537298017649301,fa0391dcc3dd4dbbaa29cbafbea7bbf0,2,4.553614139556885,2.133919899986146,1.7655245065689087,0.8911987394094467,0.7475827598353945,0.7692307692307693,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,25,1537298018149701,ed10780136f34011b35e1aaa1d8fb1e5,2,4.065823078155518,2.0163886227995627,1.749319076538086,0.8797977119684219,0.7554549782370032,0.7948717948717948,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,26,1537298018650121,0f1d636d7dc84c90b69d039dac4404f6,2,3.371636152267456,1.8362015554582933,1.7288450002670288,0.8344501703977585,0.9693242435121617,0.8461538461538461,0,0,0,0,1
01e4fcbe6e49483293ce45727152b36e,27,1537298019199797,bedc3f80d8884ae6a0acda354cd795a1,2,3.7428548336029053,1.9346459194392407,1.7252442836761475,0.8216202706098557,0.6939909773145744,0.7435897435897436,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,28,1537298019699642,34212679eebc468588142146837da4fe,2,3.3366756439208984,1.8266569584683652,1.7282884120941162,0.8260453790426254,0.5691086926823951,0.5897435897435898,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,29,1537298020199539,d20f18baff6d46ad9bff2783474d2cf2,2,2.7317421436309814,1.6527982767509717,1.7185053825378418,0.8121318817138672,0.614929665059765,0.6666666666666666,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,30,1537298020699963,99df68e72fe14d91b11c4ba652c55214,2,2.85014271736145,1.688236570318701,1.7211905717849731,0.8158646374940872,0.364308872648298,0.48717948717948717,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,31,1537298021200397,6fa648b737424bb3bfbbc61a4793b93f,2,3.200190782546997,1.788907706548048,1.7236860990524292,0.8193899244070053,0.09644069190167055,0.23076923076923078,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,32,1537298021700821,7368f9a60ca84a549ef52deaa0b2196e,2,3.1920788288116455,1.7866389755100625,1.7213129997253418,0.8160359859466553,0.011937622464000106,0.1794871794871795,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,33,1537298022200133,0dc3d1fb0dcd4e19a2b8f6a32c9ebdcc,2,3.4723961353302,1.8634366464492964,1.7208776473999023,0.8154263645410538,0.009646811300191764,0.15384615384615385,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,34,1537298022700025,5a1272e987804ae4b2f521669bb60fa8,2,3.331526756286621,1.8252470397967013,1.7195141315460205,0.813526913523674,0.005869721264013845,0.1282051282051282,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,35,1537298023199342,30507c7761c048c896dc0185e855fd62,2,3.6403772830963135,1.9079772753091986,1.7208585739135742,0.8153995871543884,0.004335426693503206,0.10256410256410256,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,36,1537298023699761,1557b3d3016249b79891e2992c06390d,2,3.882741928100586,1.9704674389851222,1.7227296829223633,0.8180319517850876,0.0027240378536749917,0.07692307692307693,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,37,1537298024199643,c1484411d42c4c069003e547b7f22eb5,2,3.800119400024414,1.9493894941812973,1.7232460975646973,0.818764328956604,0.001620043190238737,0.05128205128205128,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,38,1537298024699532,fe335dcb8626478598c55129548ee552,2,3.8812484741210938,1.9700884432230685,1.722543478012085,0.8177686035633087,0.001061692837513577,0.0,0,0,0,0,0
01e4fcbe6e49483293ce45727152b36e,39,1537298025199411,f224f2685d184030bb959faeba154abe,2,3.954244613647461,1.988528253168021,1.723063349723816,0.8185049295425415,0.0014502105016473454,0.02564102564102564,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,0,1542799322148077,cb4504edb87a40d4b650cd5860f6c3b7,2,13.733634948730469,3.7058919235091663,1.7711271047592163,0.9447975158691406,1.8381925894228583,0.5897435897435898,0,0,1,1,0
034dee1695304630b0692da8c1f153fc,1,1542799322647937,c24a9059f9f149a69a0d534026f5b20e,2,10.499968528747559,3.240365493080612,1.7755978107452393,0.9715375304222107,2.162478577634617,0.717948717948718,0,1,1,1,0
034dee1695304630b0692da8c1f153fc,2,1542799323147809,98bf27ef19ff41fe9c46bb8fff168076,2,10.407748222351074,3.2261041865307254,1.7775530815124512,0.9933473467826843,2.9400779643732484,0.8717948717948718,1,1,1,1,1
034dee1695304630b0692da8c1f153fc,3,1542799323647703,a6a8c30913934fae8c7dce55e3c8022b,2,9.767748832702637,3.1253397947587453,1.7723065614700317,0.950240820646286,1.9386922948034677,0.6923076923076923,0,1,1,1,0
034dee1695304630b0692da8c1f153fc,4,1542799324147590,fff51b00bf394365a4eea2b279224312,2,7.379649639129639,2.7165510558665447,1.7617361545562744,0.9043445587158203,2.43554775008254,0.7948717948717948,0,1,1,1,0
034dee1695304630b0692da8c1f153fc,5,1542799324647434,97d92ade9a3b44ae8fbfb1132ac18b0e,2,7.154261112213135,2.6747450555544794,1.7585657835006714,0.8890543133020401,2.2339642683722136,0.7692307692307693,0,1,1,1,0
034dee1695304630b0692da8c1f153fc,6,1542799325147314,d3c067cedbb041f48b3b6034c691b21f,2,6.899289608001709,2.6266498830262304,1.7683238983154297,0.9291957169771194,1.7131580648968248,0.5641025641025641,0,0,1,1,0
034dee1695304630b0692da8c1f153fc,7,1542799325647187,c3cbd08daa714dc4922236d8e224e562,2,6.287937164306641,2.507575953845993,1.7730493545532227,0.980533629655838,1.0997048934731382,0.48717948717948717,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,8,1542799326196825,03d01b47ef714213b94aae1b95d5b44e,2,5.5800461769104,2.3622121363057977,1.7700412273406982,0.9503596127033234,1.3001046875564097,0.5128205128205128,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,9,1542799326696739,bdea805e042d412c92ad5c6e4ca7385b,2,4.935302734375,2.221554125916134,1.7721617221832275,0.9606793075799942,0.8113613873020992,0.3076923076923077,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,10,1542799327197134,a945d7d02c7a4ef98f1b5aaa1557f546,2,4.026509761810303,2.0066164959479185,1.7694201469421387,0.9353576600551605,0.882611247095681,0.358974358974359,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,11,1542799327697584,b4b81cfd5d734881ad386e5c2b00ed4a,2,5.240189075469971,2.2891459270806593,1.7661166191101074,0.9144256114959717,0.9802955646269105,0.41025641025641024,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,12,1542799328197456,f1424d3ab0e145a5a60d67c95164f156,2,5.756248474121094,2.399218304807025,1.7676193714141846,0.921223372220993,1.0073599985080042,0.4358974358974359,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,13,1542799328697874,d8e49e69a437461b8fb2bdfbff330a04,2,6.285703182220459,2.507130467730082,1.7633025646209717,0.908571258187294,0.44293069669729174,0.1794871794871795,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,14,1542799329198296,3aeb1dd281504f3098eb78149fca78e2,2,5.6267619132995605,2.3720796599818397,1.763390302658081,0.9040772914886475,0.4753688921922805,0.23076923076923078,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,15,1542799329698177,3f8c45e9f1b84f5abc2d4898f20c60b6,2,7.472515106201172,2.733590149638598,1.7732124328613281,0.9478288739919662,0.5951313630155525,0.28205128205128205,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,16,1542799330198603,54c58e9e2c054cc290b17a6164fbcd0f,2,8.328145980834961,2.885852730274877,1.7811644077301025,0.994465246796608,2.550365326842233,0.8205128205128205,0,1,1,1,1
034dee1695304630b0692da8c1f153fc,17,1542799330698477,b32c097663ff4d30b83bd1857d64e790,2,8.98617172241211,2.9976944011043067,1.7801352739334106,0.9912747889757156,3.076329813870276,0.8974358974358975,1,1,1,1,1
034dee1695304630b0692da8c1f153fc,18,1542799331198914,5cea96ab7d324d958bb1db9da621b43c,2,7.279490947723389,2.69805317733424,1.7789678573608398,0.9279016256332397,1.6992154450034829,0.5384615384615384,0,0,1,1,0
034dee1695304630b0692da8c1f153fc,19,1542799331699349,2ff6e2f9910b483ab578f0e162ee7c64,2,6.976780414581299,2.6413595769189206,1.773498773574829,0.910038560628891,2.178997473957535,0.7435897435897436,0,1,1,1,0
034dee1695304630b0692da8c1f153fc,20,1542799332199210,eb82a835419149aeae82c5e8ea64377b,2,5.527784824371338,2.35112416183649,1.7850700616836548,0.9502954185009003,0.47047282254784656,0.20512820512820512,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,21,1542799332699105,c867c2092b554a5fb7a7db226dd7926a,2,5.3067851066589355,2.303646046305494,1.7669706344604492,0.9832661300897598,1.9020430077329145,0.6666666666666666,0,0,1,1,0
034dee1695304630b0692da8c1f153fc,22,1542799333198412,913104aa7a4f4917a651fdc062c7fc30,2,5.407234191894531,2.3253460370221313,1.772404670715332,0.9102508723735809,1.8708693283384736,0.6410256410256411,0,0,1,1,0
034dee1695304630b0692da8c1f153fc,23,1542799333698296,52ee039a8a97433987bba833d15396ab,2,5.954885005950928,2.4402633066845323,1.7916449308395386,0.9949676245450974,4.628859503576386,0.9743589743589743,1,1,1,1,1
034dee1695304630b0692da8c1f153fc,24,1542799334198168,82f21b3a1e094ab3bfaced9fc03c422c,2,6.373598098754883,2.5245986015117103,1.769122838973999,0.9046081006526947,2.7295765612847482,0.8461538461538461,1,1,1,1,1
034dee1695304630b0692da8c1f153fc,25,1542799334647731,f8ac246e0b284f7b8c9f17c9649a95e9,2,5.707879543304443,2.3891168961154756,1.7691701650619507,0.9587332755327225,3.269741010467801,0.9230769230769231,1,1,1,1,1
034dee1695304630b0692da8c1f153fc,26,1542799335197927,c282419dd0d94aefab995f18ff0e179d,2,5.0741868019104,2.2525955699837468,1.772553563117981,0.9698526561260223,3.4215155907267487,0.9487179487179487,1,1,1,1,1
034dee1695304630b0692da8c1f153fc,27,1542799335697806,d5173a8c31584f1b87d4ad15cbe1530a,2,4.3802313804626465,2.0929002318463836,1.772426962852478,0.9964414983987808,1.0473540799932421,0.46153846153846156,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,28,1542799336197684,d5bb04067c2a4291ae9e4be38c093427,2,3.8217086791992188,1.9549190978654893,1.772870421409607,0.9887091815471649,0.8989550135940233,0.38461538461538464,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,29,1542799336697548,31c4135dd79c4d75b8ca0511345be76c,2,2.3078291416168213,1.5191540875160825,1.7736375331878662,0.9734565615653992,0.8734201462213479,0.3333333333333333,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,30,1542799337197433,49e0e239c3f048418bb250ef9376120e,2,2.5980024337768555,1.611832011649122,1.7729791402816772,0.9816134124994278,0.5397058356169225,0.2564102564102564,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,31,1542799337697853,949d5c6f5ebf4f88a5f63498eab9d953,2,2.651292562484741,1.6282790186220362,1.7717154026031494,0.9839718192815781,1.8565938677709972,0.6153846153846154,0,0,1,1,0
034dee1695304630b0692da8c1f153fc,32,1542799338198288,d8c1640ec61545e59e843c68cce3833e,0,2.2037291526794434,1.4844962622652316,1.7758407592773438,0.9889419823884964,0.2554332537812673,0.10256410256410256,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,33,1542799338698172,e0c4e822835f4a2e925dec94a835d5ab,0,3.3447611331939697,1.8288688124613994,1.7737698554992676,0.9742339551448822,0.3413381807729719,0.15384615384615385,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,34,1542799339198582,7dfdfced3bb641698d76f4d51567c383,2,9.181260108947754,3.030059423336076,1.7696454524993896,0.916021317243576,0.17404490171269607,0.05128205128205128,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,35,1542799339698459,171e5846658c40c8ade64280dd2ec02d,2,11.822239875793457,3.438348422686895,1.776517629623413,0.9661559164524078,0.21413607088704484,0.07692307692307693,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,36,1542799340198340,ad7740a9198e47b396ad35b6bbb566dd,2,12.994499206542969,3.604788371949589,1.7766270637512207,0.998144194483757,0.3130384044488788,0.1282051282051282,0,0,0,0,0
034dee1695304630b0692da8c1f153fc,37,1542799340698251,a9692363682b4e18815f9a174bb44eda,2,13.019813537597656,3.608297872626047,1.777435064315796,0.9692949652671814,0.15780118769516674,0.02564102564102564,0,0,0,0,0
